sim_id,seed,labels_used,auc,f1,recall,precision,accuracy
0,42,246,0.6346540745643885,0.08461538461538462,0.05945945945945946,0.14666666666666667,0.9228274967574579
0,42,296,0.6662269375273859,0.10441767068273092,0.07027027027027027,0.203125,0.9276913099870299
0,42,346,0.6763711624698172,0.10743801652892562,0.07027027027027027,0.22807017543859648,0.9299610894941635
0,42,396,0.672123658670744,0.0653061224489796,0.043243243243243246,0.13333333333333333,0.9257457846952011
0,42,446,0.70075981466116,0.11382113821138211,0.07567567567567568,0.22950819672131148,0.9293125810635539
0,42,496,0.728873889412006,0.12403100775193798,0.08648648648648649,0.2191780821917808,0.9267185473411155
0,42,546,0.733218351155571,0.08870967741935484,0.05945945945945946,0.1746031746031746,0.9267185473411155
0,42,596,0.6979909195155831,0.09523809523809523,0.06486486486486487,0.1791044776119403,0.9260700389105059
0,42,646,0.6967397891164707,0.08368200836820083,0.05405405405405406,0.18518518518518517,0.9289883268482491
0,42,696,0.6944519545416407,0.0425531914893617,0.02702702702702703,0.1,0.9270428015564203
0,42,746,0.7059880853602827,0.06694560669456066,0.043243243243243246,0.14814814814814814,0.9276913099870299
0,42,796,0.6988915096538415,0.0502092050209205,0.032432432432432434,0.1111111111111111,0.9263942931258107
0,42,846,0.7287098067367125,0.05982905982905983,0.03783783783783784,0.14285714285714285,0.9286640726329443
0,42,896,0.7226275602957218,0.06639004149377593,0.043243243243243246,0.14285714285714285,0.9270428015564203
0,42,946,0.7223851654344928,0.0743801652892562,0.04864864864864865,0.15789473684210525,0.9273670557717251
0,42,996,0.717128926097536,0.07111111111111111,0.043243243243243246,0.2,0.932230869001297
0,42,1046,0.7160437429495725,0.07894736842105263,0.04864864864864865,0.20930232558139536,0.9319066147859922
0,42,1096,0.7175652368477481,0.07725321888412018,0.04864864864864865,0.1875,0.9302853437094682
0,42,1146,0.7297092193953181,0.08658008658008658,0.05405405405405406,0.21739130434782608,0.9315823605706874
0,42,1196,0.7311374845007133,0.11158798283261803,0.07027027027027027,0.2708333333333333,0.9328793774319066
0,42,1246,0.7148541435536951,0.09649122807017543,0.05945945945945946,0.2558139534883721,0.9332036316472114
0,42,1296,0.7228177470329937,0.07174887892376682,0.043243243243243246,0.21052631578947367,0.9328793774319066
0,42,1346,0.7310106933425319,0.06986899563318777,0.043243243243243246,0.18181818181818182,0.9309338521400778
0,42,1396,0.7121542377147757,0.07758620689655173,0.04864864864864865,0.19148936170212766,0.930609597924773
0,42,1446,0.7264965551961068,0.05555555555555555,0.032432432432432434,0.1935483870967742,0.933852140077821
0,42,1496,0.7284730056030505,0.055299539170506916,0.032432432432432434,0.1875,0.9335278858625162
0,42,1546,0.7180127350530938,0.05504587155963303,0.032432432432432434,0.18181818181818182,0.9332036316472114
0,42,1596,0.7284785993306172,0.04739336492890995,0.02702702702702703,0.19230769230769232,0.9348249027237354
0,42,1646,0.7363788072308252,0.04739336492890995,0.02702702702702703,0.19230769230769232,0.9348249027237354
0,42,1696,0.7307645693295918,0.06422018348623854,0.03783783783783784,0.21212121212121213,0.933852140077821
0,42,1746,0.7301306135386854,0.028708133971291867,0.016216216216216217,0.125,0.9341763942931258
0,42,1796,0.7262261916970437,0.06542056074766354,0.03783783783783784,0.2413793103448276,0.9351491569390402
0,42,1846,0.7339902855597924,0.0392156862745098,0.021621621621621623,0.21052631578947367,0.9364461738002594
0,42,1896,0.7424293558822708,0.09302325581395349,0.05405405405405406,0.3333333333333333,0.9367704280155642
0,42,1946,0.7521736293036742,0.06666666666666667,0.03783783783783784,0.28,0.9364461738002594
0,42,1996,0.7660423445176809,0.07547169811320754,0.043243243243243246,0.2962962962962963,0.9364461738002594
0,42,2046,0.7721040806242598,0.09345794392523364,0.05405405405405406,0.3448275862068966,0.937094682230869
0,42,2096,0.7634095634095633,0.04807692307692308,0.02702702702702703,0.21739130434782608,0.9357976653696498
0,42,2146,0.7684737514333928,0.06572769953051644,0.03783783783783784,0.25,0.935473411154345
0,42,2196,0.7619123089975108,0.09174311926605505,0.05405405405405406,0.30303030303030304,0.9357976653696498
0,42,2246,0.7594902249610771,0.06451612903225806,0.03783783783783784,0.21875,0.9341763942931258
0,42,2296,0.7641181022346942,0.1,0.05945945945945946,0.3142857142857143,0.9357976653696498
0,42,2346,0.7644425384335698,0.09009009009009009,0.05405405405405406,0.2702702702702703,0.9345006485084306
0,42,2396,0.7633760010441625,0.11659192825112108,0.07027027027027027,0.34210526315789475,0.9361219195849546
0,42,2446,0.7700922032760599,0.06306306306306306,0.03783783783783784,0.1891891891891892,0.9325551232166018
0,42,2496,0.7589140710216943,0.07929515418502203,0.04864864864864865,0.21428571428571427,0.932230869001297
0,42,2546,0.7702320464652304,0.08968609865470852,0.05405405405405406,0.2631578947368421,0.9341763942931258
0,42,2596,0.7694116330887631,0.11764705882352941,0.07027027027027027,0.3611111111111111,0.9367704280155642
0,42,2646,0.7673363601614723,0.0990990990990991,0.05945945945945946,0.2972972972972973,0.9351491569390402
0,42,2696,0.7737430428013388,0.07142857142857142,0.043243243243243246,0.20512820512820512,0.9325551232166018
0,42,2746,0.7764709172780923,0.091324200913242,0.05405405405405406,0.29411764705882354,0.935473411154345
0,42,2796,0.7682127108136076,0.06511627906976744,0.03783783783783784,0.23333333333333334,0.9348249027237354
0,42,2846,0.7688690415147814,0.046948356807511735,0.02702702702702703,0.17857142857142858,0.9341763942931258
0,42,2896,0.7726205681362632,0.05660377358490566,0.032432432432432434,0.2222222222222222,0.9351491569390402
0,42,2946,0.7631336061829335,0.05741626794258373,0.032432432432432434,0.25,0.9361219195849546
0,42,2996,0.7595909120572798,0.08372093023255814,0.04864864864864865,0.3,0.9361219195849546
0,42,3046,0.7688578540596478,0.07407407407407407,0.043243243243243246,0.25806451612903225,0.9351491569390402
0,42,3096,0.779372197309417,0.091324200913242,0.05405405405405406,0.29411764705882354,0.935473411154345
0,42,3146,0.7823033105544317,0.0821917808219178,0.04864864864864865,0.2647058823529412,0.9348249027237354
