labels_used,accuracy,f1,recall,precision,auc,sim_id,seed
1050,0.9263942931258107,0.08835341365461848,0.05945945945945946,0.171875,0.7331064766042343,4,46
1100,0.9260700389105059,0.09523809523809523,0.06486486486486487,0.1791044776119403,0.7316017638887595,4,46
1150,0.9280155642023347,0.075,0.04864864864864865,0.16363636363636364,0.7474637106924104,4,46
1200,0.9225032425421531,0.09811320754716982,0.07027027027027027,0.1625,0.750118866710795,4,46
1250,0.9296368352788587,0.09205020920502092,0.05945945945945946,0.2037037037037037,0.7318870439946673,4,46
1300,0.9267185473411155,0.08130081300813008,0.05405405405405406,0.16393442622950818,0.7598239840392307,4,46
1350,0.9257457846952011,0.10196078431372549,0.07027027027027027,0.18571428571428572,0.7532588124516375,4,46
1400,0.9270428015564203,0.10358565737051793,0.07027027027027027,0.19696969696969696,0.7513084661066723,4,46
1450,0.9273670557717251,0.0967741935483871,0.06486486486486487,0.19047619047619047,0.7731948574997902,4,46
1500,0.9244487678339819,0.10038610038610038,0.07027027027027027,0.17567567567567569,0.7567120069362221,4,46
1550,0.9263942931258107,0.10276679841897234,0.07027027027027027,0.19117647058823528,0.7700511826072365,4,46
1600,0.9270428015564203,0.13793103448275862,0.0972972972972973,0.23684210526315788,0.771932539645544,4,46
1650,0.9273670557717251,0.1111111111111111,0.07567567567567568,0.208955223880597,0.7672170273067134,4,46
1700,0.9289883268482491,0.11336032388663968,0.07567567567567568,0.22580645161290322,0.7745280292365494,4,46
1750,0.9276913099870299,0.11155378486055777,0.07567567567567568,0.21212121212121213,0.7761315644723717,4,46
1800,0.9263942931258107,0.08097165991902834,0.05405405405405406,0.16129032258064516,0.7873488528197049,4,46
1850,0.9257457846952011,0.10196078431372549,0.07027027027027027,0.18571428571428572,0.7955679031912216,4,46
1900,0.9280155642023347,0.12598425196850394,0.08648648648648649,0.2318840579710145,0.7941545546926714,4,46
1950,0.9286640726329443,0.13385826771653545,0.0918918918918919,0.2463768115942029,0.7907927244250115,4,46
2000,0.9289883268482491,0.0912863070539419,0.05945945945945946,0.19642857142857142,0.7957170692596702,4,46
2050,0.9289883268482491,0.08368200836820083,0.05405405405405406,0.18518518518518517,0.7968992103521252,4,46
2100,0.9286640726329443,0.09090909090909091,0.05945945945945946,0.19298245614035087,0.798732088418187,4,46
2150,0.9250972762645915,0.10810810810810811,0.07567567567567568,0.1891891891891892,0.7967351276768317,4,46
2200,0.9286640726329443,0.11290322580645161,0.07567567567567568,0.2222222222222222,0.7996084390703225,4,46
2250,0.9276913099870299,0.08979591836734693,0.05945945945945946,0.18333333333333332,0.7942981270335532,4,46
2300,0.9273670557717251,0.0743801652892562,0.04864864864864865,0.15789473684210525,0.79415082554096,4,46
2350,0.9260700389105059,0.09523809523809523,0.06486486486486487,0.1791044776119403,0.7982156009061839,4,46
2400,0.9247730220492867,0.10077519379844961,0.07027027027027027,0.1780821917808219,0.7885962540671061,4,46
2450,0.9302853437094682,0.0851063829787234,0.05405405405405406,0.2,0.7960396408826903,4,46
200,0.9163424124513618,0.0979020979020979,0.07567567567567568,0.13861386138613863,0.5940930236894364,5,47
250,0.9163424124513618,0.07857142857142857,0.05945945945945946,0.11578947368421053,0.5835255400277821,5,47
300,0.9189364461738002,0.10714285714285714,0.08108108108108109,0.15789473684210525,0.5777947661355733,5,47
350,0.9250972762645915,0.07228915662650602,0.04864864864864865,0.140625,0.6368477480585104,5,47
400,0.9225032425421531,0.04780876494023904,0.032432432432432434,0.09090909090909091,0.6268955744292067,5,47
450,0.9244487678339819,0.07905138339920949,0.05405405405405406,0.14705882352941177,0.6709014291973933,5,47
500,0.9260700389105059,0.06557377049180328,0.043243243243243246,0.13559322033898305,0.6467300000932288,5,47
550,0.9199092088197146,0.060836501901140684,0.043243243243243246,0.10256410256410256,0.6767888274614732,5,47
600,0.9263942931258107,0.03404255319148936,0.021621621621621623,0.08,0.6958037720369559,5,47
650,0.9273670557717251,0.017543859649122806,0.010810810810810811,0.046511627906976744,0.7158423687571669,5,47
700,0.9286640726329443,0.03508771929824561,0.021621621621621623,0.09302325581395349,0.7376131564472372,5,47
750,0.9260700389105059,0.04201680672268908,0.02702702702702703,0.09433962264150944,0.7531394795968787,5,47
800,0.9257457846952011,0.04184100418410042,0.02702702702702703,0.09259259259259259,0.743766256770741,5,47
850,0.9286640726329443,0.03508771929824561,0.021621621621621623,0.09302325581395349,0.7297092193953181,5,47
900,0.9280155642023347,0.02631578947368421,0.016216216216216217,0.06976744186046512,0.7346913660815007,5,47
950,0.9254215304798963,0.03361344537815126,0.021621621621621623,0.07547169811320754,0.746686182560622,5,47
1000,0.9289883268482491,0.03524229074889868,0.021621621621621623,0.09523809523809523,0.7530704902902212,5,47
1050,0.9286640726329443,0.043478260869565216,0.02702702702702703,0.1111111111111111,0.7648807137596375,5,47
1100,0.9293125810635539,0.05217391304347826,0.032432432432432434,0.13333333333333333,0.7636202604812471,5,47
1150,0.9273670557717251,0.034482758620689655,0.021621621621621623,0.0851063829787234,0.7662157500722524,5,47
1200,0.9273670557717251,0.042735042735042736,0.02702702702702703,0.10204081632653061,0.7852884964992589,5,47
1250,0.9283398184176395,0.04329004329004329,0.02702702702702703,0.10869565217391304,0.7813542414439276,5,47
1300,0.9260700389105059,0.04201680672268908,0.02702702702702703,0.09433962264150944,0.7760700334691366,5,47
1350,0.9293125810635539,0.043859649122807015,0.02702702702702703,0.11627906976744186,0.7765399065847496,5,47
1400,0.9270428015564203,0.06639004149377593,0.043243243243243246,0.14285714285714285,0.7648210473322582,5,47
1450,0.9283398184176395,0.05150214592274678,0.032432432432432434,0.125,0.7632324287032807,5,47
1500,0.9299610894941635,0.03571428571428571,0.021621621621621623,0.10256410256410256,0.7727007448980544,5,47
